X,Y,Gush,Helka,Shem atar rashi,mispar siduri,ktuvet,Anaf peilut mezahamet,Peelut mezahemet,Matzav Minhali,Sug tipul,Status gas karka,Drisha lemigun mivnim,Moed thilat tipul,Moed sium tipul,Taarich idkun
181449,663915,6150,182,הרקפת 40,6712,שביל הרקפת 40,,אחר,"שוקם, ללא NFA",אחר,לא נבדק ואין חשד,כן,,,2018
181300,663935,6150,225,שביל הרקפת 11,8226,שביל הרקפת 11,,אחר,"שוקם, ללא NFA",אחר,הוכח זיהום,כן,2010,,2018
241370,767385,14453,10,מפעל צ'אם 2000,7368,מרכז אזורי מרום הגליל (א.ת מירון),,-,בסקירה,-,הוכח זיהום,לא,,,17.11.2020
181343,664132,6150,338,שביל הניצנים 5,8225,שביל הניצנים 5,,אחר,"שוקם, ללא NFA",אחר,הוכח זיהום,כן,,,2018
178710,662080,6971,49,פרספורט,6877,שביל המפעל 4,,אחר,לפני סקירה,חפירה וסילוק,הוכח זיהום,כן,,,2018
178714,662145,6971,49,טבע הבשרים,8224,שביל המפעל 2,,אחר,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
181495,663850,6150,98,שביל היסמין 51,7186,שביל היסמין 51,,אחר,"שוקם, ללא NFA",לא נדרש,נבדק ולא נמצא זיהום,לא,2012,,2018
181333,663881,6150,359,‏ב‏ל‏מ‏ו‏ן‏,8223,‏שביל ה‏ח‏צ‏ב‏ ‏4,,אחר,בסקירה,אחר,הוכח זיהום,כן,,,2018
181058,664208,6150 ,538,שביל בן זאב 4 (שכונת ביצרון),8222,שביל בן זאב 4 ,,אחר,"שוקם, ללא NFA",אחר,הוכח זיהום,כן,,,2018
176605,631390,2775,16,ת.א.ת. - T.A.T,1120,נתתיב האופן/שד' נטע,,מתכת,בסקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2013,,2.9.2020
178894,665191,7091,10,ריינס 9,7185,ריינס 9,,אחר,לפני סקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,,,2018
178850,662918,6947,5,רחוב לוינסקי 62,7181,לוינסקי 62,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
184160,668752,6637,365,רחוב אליהו מפרדה 27,7175,רחוב אליהו מפרדה 27,,אחר,"שוקם, ללא NFA",טרם נבדק,הוכח זיהום,טרם נבדק,,,2018
184036,668673,6637,387,רחוב אליהו מפרארה 17,8221,רחוב אליהו מפרארה 17,,אחר,"שוקם, ללא NFA",אחר,הוכח זיהום,כן,,,2018
184096,668702,6637,385,רחוב אליהו מפרארה 21,8220,רחוב אליהו מפרארה 21,,אחר,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
177320,662688,7015,12,בית השנטי,6585,בית השנטי - רחוב 3931  8 פינת רזיאל ,,אחר,לפני סקירה,אחר,הוכח זיהום,כן,,,2018
179762,663513,7077,55,מתחם יצחק שדה פרויקט סי 2 תא 3,7113,רחוב 1274 14-16,,אחר,לפני סקירה,אחר,הוכח זיהום,כן,,,2018
179176,667687,6635,38,רחבעם זאבי 2 א' כפר הדגים ירקון,7172,רחבעם זאבי 2,,אחר,לפני סקירה,אחר,הוכח זיהום,כן,2008,,2018
177411,662675,7017,76,רזיאל דוד 3,7171,רזיאל דוד 3,,אחר,לפני סקירה,אחר,הוכח זיהום,כן,2011,,2018
177433,662708,7011,15,רזיאל דוד 2,8219,רזיאל דוד 2,,תחנת תדלוק,לפני סקירה,אחר,הוכח זיהום,כן,2004,,2018
182598,667579,6644,5,"ת.ד. פנימית פארק הירקון עיריית ת""א",8218,רוקח  ישראל 102 ,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
183800,668875,6623,609,רומינילי 3,8217,רומינילי 3,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
184000,669000,6623,564,רומינילי 25,7161,רומינילי 25,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
178457,663353,7245,"14,15,16,17,19",רוטשילד 10,7159,רוטשילד 10,,אחר,לפני סקירה,אחר,הוכח זיהום,כן,2011,,2018
177497,662642,7016,18,רוחמה 8 - גוש 7016 חלקה 12,6869,רוחמה 8 - גוש 7016 חלקה 12,,אחר,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
177654,662520,7016,30,רוחמה 18,6868,רוחמה 18,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
185494,673602,6546,698,בילו 27,7532,בילו 27 הרצליה,,אחר,בסקירה,-,הוכח זיהום,------,נבדק ואין זיהום,,05.07.2021
177602,662560,7016,28,רוחמה 15,7168,רוחמה 15,,אחר,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
178281,662363,7052,73,פיקו בפרוזדור הבניין,6732,חיים בן עטר פינת חננאל / עמק יזראל - בן עטר 23-27,,אחר,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
215947,764742,18187,75,תחנה פנימית מושב שעל,5195,מושב שעל רמת הגולן,,תחנת תדלוק,בסקירה,-,הוכח זיהום,לא,,,08.07.2021
169642,637581,2299,9,מפעל אגן כימיכלים,1121,רח'האשלג 3,,כימית,בסקירה,לא נדרש,נבדק ולא נמצא זיהום,לא,2013,,2.9.2020
177600,661000,"6992, 7046,7057, 7073","6992: 3,4,5; 7046: 41,43,44,47,49,50,; 7057: 1,10,19,29,31; 7073: 17,19,21,49",מכבי יפו,7416,"בין הרחובות נס לגויים / נחל שורק בדרום, היינריך היינה במזרח, ובאר שבע / עזה במערב, בשכונת דקר / יפו א'",,אחר,חקירה,-,------,------,,,
170390,638066,2297,4,"מיש שיווק וסחר בע""מ (פטרוכם לשעבר)",1122,החרושת 5,,אנרגיה,בסקירה,טרם נבדק,לא נבדק ויש חשד,לא,2017,,2.9.2020
177060,662190,7079,26,רבי חנינא 9,6866,רבי חנינה 9 ,,אחר,"שוקם, ללא NFA",אחר,הוכח זיהום,כן,,,2018
177040,662200,7018,17,רבי חנינא 8,6865,רבי חנינא 8,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
179472,661848,6944,"29,41,110",ראש פינה 12 פינת יסוד המעלה,6864,ראש פינה 12,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
184664,668359,6638,347,ראול ולנברג,6859,ראול ולנברג 10\8,,אחר,לפני סקירה,חפירה וסילוק,לא נבדק ויש חשד,טרם נבדק,,,2018
184619,668343,6638,307,ראול ולנברג 6,7160,ראול ולנברג 6,,אחר,"שוקם, ללא NFA",טרם נבדק,הוכח זיהום,------,2011,,2018
185540,668260,6388,633,ראול ולנברג,6862,ראול ולנברג 2א',,אחר,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
184780,668480,6638,349,ראול ולנברג,6861,ראול ולנברג 16,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
184044,668341,6638,98,מוסך דן שיכון דן,7335,ראול ולנברג 1,,תחנת תדלוק,בשיקום,-,הוכח זיהום,------,נבדק ואין זיהום,,30.09.2020
179480,662320,6973,58,צימג,6858,"ראב""ד 23",,אחר,לפני סקירה,SVE,הוכח זיהום,------,2008,,2018
179353,662126,6973,77,קרשקש 6,8216,קרשקש חסדאי 6,,אחר,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
203179,743972,11657,78,אתר בצ'ק פוסט(הר הפסולת),2014,שדרות ההסתדרות פינת רחוב הנפח,,מטמנה,לפני סקירה,טרם נבדק,הוכח זיהום,לא,צפי 2015,,2020
180854,663809,7095,40,ת.ד. פנימית חברת חשמל תחנת דלק,8215,קרמינצקי 7,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
180720,663830,7095,42,מוטורולה,6387,קרמינצקי 3,,אחר,לפני סקירה,לא בוצע טיפול,לא נבדק ויש חשד,טרם נבדק,,,2018
179745,663785,7104,103,בית מעריב,8214,קרליבך 2,,אחר,לפני סקירה,אחר,לא נבדק ואין חשד,כן,2008,,2018
179680,664040,7104,90,"ת.ד. סד""ש חשמונאים",6637,קרליבך 10,,תחנת תדלוק,לקראת שיקום,אחר,לא נבדק ואין חשד,כן,2013,,2018
180051,664300,7101,"10,9,11",מתחם שרונה,7120,קלמן מגן ,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
209270,736232,17173,"5,6,7",אתר ג'למה- פסולת,2015,"500 מ""ר דרומית/מזרחית לצומת ""ג'למה"" (צומת העמקים - כביש 70/75 לכיוון יוקנעם) בכביש המוביל למחנה הצבאי ולמתקן של בתי הזיקוק.",,מטמנה,לפני סקירה,טרם נבדק,נבדק ולא נמצא זיהום,לא,2010,,19.08.2020
196800,735220,10673,8,בית אורן,2017,קיבוץ בית אורן,,חקלאות,בסקירה,טרם נבדק,הוכח זיהום,לא,אין דרישה,,2020
208093,709604,12167,6,ברטעה- מגרש גרוטאות ומתכת,2018,ישוב ברטעה,,פסולת אחר,לפני סקירה,טרם נבדק,הוכח זיהום,לא,אין דרישה,,2020
178180,662152,7053,1,ת.ד. סונול מרכזים,8213,קיבוץ גלויות 26,,תחנת תדלוק,בשיקום,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
177895,662266,7087,169,קיבוץ גלויות 18,6847,קיבוץ גלויות 18,,אחר,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,------,2011,,2018
178260,662672,7084,24,קורדיבורו 4,8212,קורדיבורו 4,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
178083,662794,7083,31,מתחם החרש והאמן,8211,קומפרט 11,,אחר,לפני סקירה,אחר,נבדק ולא נמצא זיהום,לא,2013,,2018
177670,663542,7003,3,ת.ד.פז גן,8210,קויפמן 7 ,,תחנת תדלוק,בשיקום,לא נדרש,נבדק ולא נמצא זיהום,לא,2012,,2018
183667,668290,6636,581,קהילת קישנוב,8209,קהילת קישנוב 3,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
183665,668560,6636,125,קהילת יאסי 18,7153,קהילת יאסי 18,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
183590,668565,6636,129,קהילת יאסי 14,6845,קהילת יאסי 14,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
183576,668600,6636,146,קהילת יאסי 13,8208,קהילת יאסי 13,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
183430,668634,6636,876,קהילת ורשה 69,6844,קהילת ורשה 69,,אחר,"שוקם, ללא NFA",אחר,הוכח זיהום,כן,,,2018
183390,669016,6625,304,קהילת ונציה 12,8207,קהילת ונציה 13,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
183470,669060,6625,290,בית מגור,6843,קהילת ונציה 12,,אחר,"שוקם, ללא NFA",לא נדרש,נבדק ולא נמצא זיהום,לא,,,2018
183530,668795,6636,136,קהילת בודפסט 18,8206,קהילת בודפסט 18,,אחר,"שוקם, ללא NFA",לא נדרש,נבדק ולא נמצא זיהום,לא,2011,,2018
183534,668826,6636,137,קהילת בודפסט 16,6842,קהילת בודפסט 16,,אחר,לפני סקירה,לא נדרש,הוכח זיהום,לא,,,2018
183774,668380,6636,534,קהילת אודסה 22,7151,קהילת אודסה 22,,אחר,"שוקם, ללא NFA",לא נדרש,נבדק ולא נמצא זיהום,לא,,,2018
176536,661814,9009,3,קדם 4,6841,קדם 4,,אחר,"שוקם, ללא NFA",אחר,הוכח זיהום,כן,,,2018
203074,746355,10924,1,"מתחם פטרוכימי- כאו""ל (כרמל אוליפינים)",2029,"שדרות ההסתדרות , חיפה",,כימית,בסקירה,חפירה וסילוק,הוכח זיהום,טרם נבדק,2011,,2020
205495,745520,11625,11,גדורה (נחל) - ליד הגשר הפטרוכימי,2032,"טובין 2, חוף שמן. חיפה",,כימית,בסקירה,-,לא נבדק ויש חשד,------,23/02/2020,,2020
179110,661780,6974,34,מתחם קיבוץ גלויות 106,6796,מתם קיבוץ גלויות 107,,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2002,,2018
178842,661842,6970,109,"תחנת דלק מרכזים - סונול ישראל בע""מ",90748,קבוץ גלויות 26,,תחנת תדלוק,בשיקום,לא נדרש,נבדק ולא נמצא זיהום,טרם נבדק,,,2021
180490,664247,7109,432,יוסף קארו 25,8158,יוסף קארו 25,,אחר,"שוקם, ללא NFA",טרם נבדק,הוכח זיהום,טרם נבדק,,,2018
178970,662950,8944,1,צ'לנוב 9,6838,צ'לנוב 9 ,,אחר,"שוקם, ללא NFA",לא נדרש,נבדק ולא נמצא זיהום,לא,,,2018
178960,663020,8941,5,צ'לנוב 6 הגדוד העברי 20,8205,צ'לנוב 6 ,,אחר,"שוקם, ללא NFA",לא נדרש,נבדק ולא נמצא זיהום,לא,,,2018
178994,663013,8942,18,צ'לנוב 5,8204,צ'לנוב 5 ,,אחר,"שוקם, ללא NFA",לא נדרש,לא נבדק ואין חשד,לא,,,2018
178865,662758,6947,40,צ'לנוב 24,6834,צ'לנוב 24,,אחר,"שוקם, ללא NFA",אחר,הוכח זיהום,כן,2012,,2018
178954,663000,8941,"34,35",צ'לנוב 10 - 8 ,6837,צ'לנוב 10 - 8 ,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
180856,665460,6110,81,"נת""ע-גן הצומת וגן ציבורי וולובלסקי",7074,פרשת דרכים 6,,תחנת תדלוק,"שוקם, ללא NFA",אחר,הוכח זיהום,כן,2009,,2018
178770,665100,7091,23,ת.ד דלק פרוג,6836,פרוג 2,,תחנת תדלוק,"שוקם, ללא NFA",אחר,לא נבדק ויש חשד,כן,2007,,2018
183721,669467,6623,847,פנחס רוזן 100,7147,פנחס רוזן 100,,אחר,"שוקם, ללא NFA",אחר,הוכח זיהום,------,,,2018
178844,662639,7084	,"45,46",פלורנטין 7 - מפעל ציפוי מתכות יונה מריו - שפכו תמיסות עבודה לקרקע בחצר על פי שלום כץ מגלבה,6835,פלורנטין 7,,אחר,לפני סקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,2018
178490,662650,7084,230,אסא זילברברג,6833,פלורנטין 41,,אחר,לפני סקירה,אחר,הוכח זיהום,כן,2013,,2018
178186,662615,7051,103,פלורנטין 4,7146,פלורנטין 4,,אחר,בסקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
178527,662630,7084,153,פלורנטין 38,7145,פלורנטין 38,,אחר,"שוקם, ללא NFA",אחר,הוכח זיהום,כן,,,2018
178290,662650,7084,44,פלורנטין 11,7139,פלורנטין 11,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
179358,663075,6894,57,פין 5,7126,פין 5,,אחר,"שוקם, ללא NFA",לא נדרש,הוכח זיהום,כן,2011,,2018
179325,663095,6894,44,פין 1,7183,פין 1,,אחר,"שוקם, ללא NFA",אחר,הוכח זיהום,------,,,2018
177578,662550,7016,181,פוריה 5,8203,פוריה 5,,מוסך אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
177705,662537,7016/7051,153/9-15 ,מתחם וסרמן פוריה,6542," פוריה 15,17 וסרמן 5,7",,מוסך אחר,"שוקם, ללא NFA",SVE,הוכח זיהום,------,,,2018
179525,662855,9032,"15,14",עקיבא אייגר ,6829,עקיבא אייגר 20-22,,אחר,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,,2018
179490,662933,6943,14,עקיבא אייגר 12,7140,עקיבא אייגר 12,,אחר,"שוקם, ללא NFA",-,הוכח זיהום,------,,,2018
177610,662290,7088,38,לזר יחזקאל,6828,עציון גבר 15,,אחר,לפני סקירה,חפירה וסילוק,הוכח זיהום,------,,,2018
204924,746978,11637,9,גדות מסופים- צפון,2033,"יוליוס סימון 9030, חיפה",,כימית,שוקם ויצא מכתב NFA,טרם נבדק,הוכח זיהום,לא,אין דרישה,,2020
